Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,saved_path,detail_specs_html_path
LENOVO Ideapad Flex 5 14abr8 82xx00dmvn,lenovo,AMD,Ryzen5,7430,4.3,16,LPDDR5X,8448,1024,14.0,1920 x 1200,60,AMD,1.55,52.5Wh,16990000,https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14abr8-82xx00dmvn.html,data/cellphones/raw_htmls\lenovo_91.html,data/cellphones/detail_htmls\lenovo_91_specs.html
LENOVO Ideapad Slim 3 16irh10 83k20004vn,lenovo,Intel,Core I7,13620,4.9,24,DDR5,4800,1024,16.0,1920 x 1200,60,Intel,1.73,60Wh Đầu tròn 65W (3 chân),20990000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-16irh10-83k20004vn.html,data/cellphones/raw_htmls\lenovo_93.html,data/cellphones/detail_htmls\lenovo_93_specs.html
LENOVO Yoga 7 2 In 1 14ill10 83jq0094vn,lenovo,Intel,Core Ultra 7,258,4.8,32,LPDDR5X,8533,1024,14.0,2880 x 1800,120,Intel,1.38,70Wh 65W USB-C (3-pin),39990000,https://cellphones.com.vn/laptop-lenovo-yoga-7-2-in-1-14ill10-83jq0094vn.html,data/cellphones/raw_htmls\lenovo_92.html,data/cellphones/detail_htmls\lenovo_92_specs.html
LENOVO Legion 5 15ahp10 83m0002xvn,lenovo,AMD,Ryzen7,260,5.1,24,DDR5,5600,1024,15.1,2560 x 1600,165,NVIDIA,1.9,"80Wh, 245W Slim Tip (3-pin)",39490000,https://cellphones.com.vn/laptop-lenovo-legion-5-15ahp10-83m0002xvn.html,data/cellphones/raw_htmls\lenovo_94.html,data/cellphones/detail_htmls\lenovo_94_specs.html
LENOVO Thinkpad X1 Carbon Gen 9,lenovo,Intel,Core I7,1165,4.7,32,LPDDR4X,4266,2048,14.0,1920 x 1200,,Intel,1.13,57Whr (MM18),,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-9.html,data/cellphones/raw_htmls\lenovo_96.html,data/cellphones/detail_htmls\lenovo_96_specs.html
LENOVO Thinkpad X1 Carbon Gen 10,lenovo,Intel,Core I7,1260,2.1,16,LPDDR5,5200,2048,14.0,1920 x 1200,60,Intel,1.12,57 Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-10.html,data/cellphones/raw_htmls\lenovo_98.html,data/cellphones/detail_htmls\lenovo_98_specs.html
LENOVO Loq 15arp9 83jc007hvn,lenovo,AMD,Ryzen5,7235,4.2,12,DDR5,4800,1024,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,23490000,https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc007hvn.html,data/cellphones/raw_htmls\lenovo_95.html,data/cellphones/detail_htmls\lenovo_95_specs.html
LENOVO Loq 15arp9 83jc007jvn,lenovo,AMD,Ryzen5,7235,4.2,24,DDR5,4800,1024,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,24490000,https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc007jvn.html,data/cellphones/raw_htmls\lenovo_97.html,data/cellphones/detail_htmls\lenovo_97_specs.html
LENOVO Loq 15iax9 83gs000jvn,lenovo,Intel,Core I5,12450,4.4,16,DDR5,4800,1024,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,,https://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs000jvn.html,data/cellphones/raw_htmls\lenovo_102.html,data/cellphones/detail_htmls\lenovo_102_specs.html
LENOVO Thinkpad X1 Carbon Gen 8,lenovo,Intel,Core I7,10610,1.8,16,LPDDR3,2133,512,14.0,1920 x 1080,60,Intel,1.09,51WHr Li-ion,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-8.html,data/cellphones/raw_htmls\lenovo_99.html,data/cellphones/detail_htmls\lenovo_99_specs.html
LENOVO Thinkpad E14 21eb0063vn,lenovo,AMD,Ryzen7,5825,4.5,8,DDR4,3200,1024,14.0,1920 x 1080,,AMD,1.64,45Wh,21700000,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-21eb0063vn.html,data/cellphones/raw_htmls\lenovo_100.html,data/cellphones/detail_htmls\lenovo_100_specs.html
LENOVO Thinkpad X1 Carbon Gen 6,lenovo,Intel,Core I7,8550,1.8,16,LPDDR3,2133,256,14.0,1920 x 1080,60,Intel,1.13,57WHr Li-ion,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-6.html,data/cellphones/raw_htmls\lenovo_101.html,data/cellphones/detail_htmls\lenovo_101_specs.html
LENOVO Thinkpad T14 Gen 2,lenovo,Intel,Core I7,1165,2.8,32,DDR4,3200,2048,14.0,1920 x 1080,,Intel,1.47,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14-gen-2.html,data/cellphones/raw_htmls\lenovo_106.html,data/cellphones/detail_htmls\lenovo_106_specs.html
LENOVO Thinkpad X1 Carbon Gen 7,lenovo,Intel,Core I7,8565,1.8,16,LPDDR3,2133,256,14.0,1920 x 1080,60,Intel,1.09,51WHr Li-Polymer,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-7.html,data/cellphones/raw_htmls\lenovo_104.html,data/cellphones/detail_htmls\lenovo_104_specs.html
LENOVO Thinkpad X1 Carbon Gen 5,lenovo,Intel,Core I5,6300,2.4,8,LPDDR3,1866,256,14.0,1920 x 1080,60,Intel,1.13,57WHr Li-Polymer,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-5.html,data/cellphones/raw_htmls\lenovo_103.html,data/cellphones/detail_htmls\lenovo_103_specs.html
LENOVO Ideapad Slim 3 14iah8 83eq0009vn,lenovo,Intel,Core I5,12450,4.4,16,LPDDR5,4800,1024,14.0,1920 x 1080,,Intel,1.37,47Wh,16490000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iah8-83eq0009vn.html,data/cellphones/raw_htmls\lenovo_105.html,data/cellphones/detail_htmls\lenovo_105_specs.html
LENOVO Legion Slim 5 16irh8 82ya00buvn,lenovo,Intel,Core I7,13700,2.4,16,,5200,1024,16.0,2560 x 1600,165,NVIDIA,2.4,80Wh,43990000,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16irh8-82ya00buvn.html,data/cellphones/raw_htmls\lenovo_107.html,data/cellphones/detail_htmls\lenovo_107_specs.html
LENOVO Ideapad Yoga 6 13alc6 82nd00bdvn,lenovo,AMD,Ryzen7,5700,1.8,8,DDR4,3200,512,13.3,1920 x 1080,,AMD,1.31,"4Cell, 60Wh",16800000,https://cellphones.com.vn/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn.html,data/cellphones/raw_htmls\lenovo_108.html,data/cellphones/detail_htmls\lenovo_108_specs.html
LENOVO Thinkpad T14 Gen 3,lenovo,Intel,Core I7,1260,3.4,16,DDR4,3200,2048,14.0,1920 x 1200,,Intel,1.35,57Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14-gen-3.html,data/cellphones/raw_htmls\lenovo_111.html,data/cellphones/detail_htmls\lenovo_111_specs.html
LENOVO Thinkpad E16 Gen 1 21jn006gvn,lenovo,Intel,Core I7,1355,5.0,16,DDR4,3200,1024,16.0,1920 x 1200,,Intel,1.81,47Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn006gvn.html,data/cellphones/raw_htmls\lenovo_110.html,data/cellphones/detail_htmls\lenovo_110_specs.html
LENOVO Thinkpad T480,lenovo,Intel,Core I7,8650,,32,DDR4,2400,1024,14.0,1920 x 1080,,Intel,1.58,Lên đến 30.3 giờ,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t480.html,data/cellphones/raw_htmls\lenovo_109.html,data/cellphones/detail_htmls\lenovo_109_specs.html
LENOVO Ideapad Slim 3 15irh8 83em003evn,lenovo,Intel,Core I7,13620,4.9,16,LPDDR5,4800,1024,15.6,1920 x 1080,60,Intel,1.62,47Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh8-83em003evn.html,data/cellphones/raw_htmls\lenovo_112.html,data/cellphones/detail_htmls\lenovo_112_specs.html
LENOVO Yoga Pro 7 14irh8 82y70050vn,lenovo,Intel,Core I7,13700,2.4,16,DDR5,5200,1024,14.5,3072 x 1920,120,NVIDIA,1.49,73Wh,,https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-14irh8-82y70050vn.html,data/cellphones/raw_htmls\lenovo_114.html,data/cellphones/detail_htmls\lenovo_114_specs.html
LENOVO Ideapad 1 15amn7 82vg0022vn,lenovo,AMD,Ryzen5,7520,4.3,8,LPDDR5,5500,1024,15.6,1920 x 1080,,AMD,1.58,42Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-1-15amn7-82vg0022vn.html,data/cellphones/raw_htmls\lenovo_113.html,data/cellphones/detail_htmls\lenovo_113_specs.html
LENOVO Thinkbook 14 G2 Are,lenovo,AMD,Ryzen7,4700,2.0,8,DDR4,3200,512,14.0,1920 x 1080,60,AMD,,45W Lithium polyme,,https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g2-are.html,data/cellphones/raw_htmls\lenovo_117.html,data/cellphones/detail_htmls\lenovo_117_specs.html
LENOVO Ideapad Slim 5 16imh9 83dc001svn,lenovo,Intel,Core Ultra 7,155,4.8,32,LPDDR5X,7467,1024,16.0,2048 x 1280,120,Intel,1.82,57Wh,26990000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001svn.html,data/cellphones/raw_htmls\lenovo_115.html,data/cellphones/detail_htmls\lenovo_115_specs.html
LENOVO Ideapad Slim 5 16imh9 83dc001rvn,lenovo,Intel,Core Ultra 5,125,4.5,16,LPDDR5X,7467,1024,16.0,2048 x 1280,120,Intel,1.82,57Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn.html,data/cellphones/raw_htmls\lenovo_116.html,data/cellphones/detail_htmls\lenovo_116_specs.html
LENOVO Yoga Slim 7 Carbon 13iap7 82u90044vn,lenovo,Intel,Core I5,1240,4.4,16,LPDDR5,4800,1024,13.3,2560 x 1600,,Intel,0.968,50Wh,,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-carbon-13iap7-82u90044vn.html,data/cellphones/raw_htmls\lenovo_118.html,data/cellphones/detail_htmls\lenovo_118_specs.html
LENOVO Legion Slim 5 16irh8 82ya008hvn,lenovo,Intel,Core I7,13700,5.0,16,DDR5,5200,1024,16.0,2560 x 1600,165,NVIDIA,2.4,80Wh,,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16irh8-82ya008hvn.html,data/cellphones/raw_htmls\lenovo_119.html,data/cellphones/detail_htmls\lenovo_119_specs.html
LENOVO Ideapad Slim 5 14imh9 83da001yvn,lenovo,Intel,Core Ultra 7,155,4.8,32,LPDDR5X,7467,1024,14.0,1920 x 1200,60,Intel,1.48,57Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001yvn.html,data/cellphones/raw_htmls\lenovo_120.html,data/cellphones/detail_htmls\lenovo_120_specs.html
LENOVO Thinkpad P51,lenovo,Intel,Core I7,7820,2.9,64,DDR4,2400,1024,15.6,3840 x 2160,,NVIDIA,2.5,6Cell - 90Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-p51.html,data/cellphones/raw_htmls\lenovo_121.html,data/cellphones/detail_htmls\lenovo_121_specs.html
LENOVO 100e Gen 2 Celeron,lenovo,Intel,Celeron,4020,1.1,4,LPDDR4,2400,64,11.6,1366 x 768,60,Intel,1.21,3 Cell,,https://cellphones.com.vn/laptop-lenovo-100e-gen-2-celeron.html,data/cellphones/raw_htmls\lenovo_122.html,data/cellphones/detail_htmls\lenovo_122_specs.html
LENOVO Thinkpad P50,lenovo,Intel,Core I7,6700,2.8,64,DDR4,2133,256,15.6,3840 x 2160,,NVIDIA,2.5,Li - Polymer 6 cell,,https://cellphones.com.vn/laptop-lenovo-thinkpad-p50.html,data/cellphones/raw_htmls\lenovo_125.html,data/cellphones/detail_htmls\lenovo_125_specs.html
LENOVO Thinkpad T470s,lenovo,Intel,Core I7,7600,2.8,24,DDR4,2400,1024,14.0,1920 x 1080,,Intel,1.3,57Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t470s.html,data/cellphones/raw_htmls\lenovo_123.html,data/cellphones/detail_htmls\lenovo_123_specs.html
LENOVO Thinkpad T460s,lenovo,Intel,Core I7,6600,2.6,24,DDR4,2133,256,14.0,1920 x 1080,,Intel,1.3,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t460s.html,data/cellphones/raw_htmls\lenovo_126.html,data/cellphones/detail_htmls\lenovo_126_specs.html
LENOVO Thinkpad T14,lenovo,Intel,Core I5,10310,1.7,8,DDR4,2666,256,14.0,1920 x 1080,60,Intel,1.46,50WHr Li-ion,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14.html,data/cellphones/raw_htmls\lenovo_128.html,data/cellphones/detail_htmls\lenovo_128_specs.html
LENOVO Ideapad Slim 5 Light 14abr8 82xs0007vn,lenovo,AMD,Ryzen7,7730,4.5,8,DDR4,3200,512,14.0,1920 x 1080,,AMD,1.17,47Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0007vn.html,data/cellphones/raw_htmls\lenovo_124.html,data/cellphones/detail_htmls\lenovo_124_specs.html
LENOVO Ideapad 5 15iil05 81yk004wvn,lenovo,Intel,Core I5,1035,,8,DDR4,3200,256,15.6,1920 x 1080,60,Intel,1.7,3-cell 45 Wh Li-ion,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15iil05-81yk004wvn.html,data/cellphones/raw_htmls\lenovo_129.html,data/cellphones/detail_htmls\lenovo_129_specs.html
LENOVO Ideapad 5 14itl05 82fg0129vn,lenovo,Intel,Core I5,1135,,8,DDR4,3200,512,15.6,1920 x 1080,60,Intel,1.66,3 Cell Lithium polymer 45 W,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-14itl05-82fg0129vn.html,data/cellphones/raw_htmls\lenovo_130.html,data/cellphones/detail_htmls\lenovo_130_specs.html
LENOVO Ideapad Slim 3 15iah8 83er000bvn,lenovo,Intel,Core I5,12450,4.4,8,LPDDR5,4800,512,15.6,1920 x 1080,,Intel,1.62,3 cell 47Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15iah8-83er000bvn.html,data/cellphones/raw_htmls\lenovo_127.html,data/cellphones/detail_htmls\lenovo_127_specs.html
LENOVO Loq 15irx9 83dv0092vn,lenovo,Intel,Core I7,13650,4.9,16,DDR5,4800,1024,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv0092vn.html,data/cellphones/raw_htmls\lenovo_133.html,data/cellphones/detail_htmls\lenovo_133_specs.html
LENOVO Gaming Legion 5 15imh05 82au00g9vn,lenovo,Intel,Core I7,10750,2.6,16,DDR4,3200,512,15.6,1920 x 1080,,NVIDIA,2.3,4 cell 60 Wh,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15imh05-82au00g9vn.html,data/cellphones/raw_htmls\lenovo_131.html,data/cellphones/detail_htmls\lenovo_131_specs.html
LENOVO Legion Pro 7 16irx9h 83de001nvn,lenovo,Intel,Core I9,14900,5.8,32,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.62,99.9Wh,,https://cellphones.com.vn/laptop-lenovo-legion-pro-7-16irx9h-83de001nvn.html,data/cellphones/raw_htmls\lenovo_134.html,data/cellphones/detail_htmls\lenovo_134_specs.html
LENOVO Gaming Legion Pro 7 16irx9h 83de001mvn,lenovo,Intel,Core I9,14900,5.8,32,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.62,99.9Wh,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-pro-7-16irx9h-83de001mvn.html,data/cellphones/raw_htmls\lenovo_132.html,data/cellphones/detail_htmls\lenovo_132_specs.html
LENOVO Thinkpad X1 Carbon7 20r1s01n00,lenovo,Intel,Core I7,10510,1.8,8,LPDDR3,2133,256,14.0,2560 x 1440,,Intel,1.08,4 cell 51Wh,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon7-20r1s01n00.html,data/cellphones/raw_htmls\lenovo_137.html,data/cellphones/detail_htmls\lenovo_137_specs.html
LENOVO Thinkpad E15 20rds0du00,lenovo,Intel,Core I7,10510,1.8,8,DDR4,2666,512,15.6,1920 x 1080,,AMD,1.8,"3Cell, 45Wh",,https://cellphones.com.vn/laptop-lenovo-thinkpad-e15-20rds0du00.html,data/cellphones/raw_htmls\lenovo_138.html,data/cellphones/detail_htmls\lenovo_138_specs.html
LENOVO Legion Slim 5 16irh8 82ya00btvn,lenovo,Intel,Core I5,13500,4.7,8,DDR5,5200,1024,16.0,2560 x 1600,165,NVIDIA,2.4,80Wh,,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16irh8-82ya00btvn.html,data/cellphones/raw_htmls\lenovo_135.html,data/cellphones/detail_htmls\lenovo_135_specs.html
LENOVO Ideapad 3 15iau7 82rk015avn,lenovo,Intel,Core I3,1215,4.4,16,DDR4,3200,1024,15.6,1920 x 1080,,Intel,1.63,45Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk015avn.html,data/cellphones/raw_htmls\lenovo_139.html,data/cellphones/detail_htmls\lenovo_139_specs.html
LENOVO Legion Slim 5 16aph8 82y9002yvn,lenovo,AMD,Ryzen7,7840,5.1,16,DDR5,5600,1024,16.0,2560 x 1600,165,NVIDIA,2.4,80Wh,,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16aph8-82y9002yvn.html,data/cellphones/raw_htmls\lenovo_140.html,data/cellphones/detail_htmls\lenovo_140_specs.html
LENOVO Ideapad Slim 5 Light 14abr8 82xs0006vn,lenovo,AMD,Ryzen5,7530,4.5,8,DDR4,3200,512,14.0,1920 x 1080,,AMD,1.17,47Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0006vn.html,data/cellphones/raw_htmls\lenovo_141.html,data/cellphones/detail_htmls\lenovo_141_specs.html
LENOVO Ideapad Slim 5 16iah8 83bg001xvn,lenovo,Intel,Core I5,12450,4.4,16,LPDDR5,4800,1024,16.0,1920 x 1200,,Intel,1.89,56.6Wh,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16iah8-83bg001xvn.html,data/cellphones/raw_htmls\lenovo_142.html,data/cellphones/detail_htmls\lenovo_142_specs.html
DELL Inspiron 15 3530 J9xfd,dell,Intel,Core I5,1334,,16,DDR4,3200,1024,15.6,1920 x 1080,60,Intel,1.62,"3 cell, 41Wh",16990000,https://cellphones.com.vn/laptop-dell-inspiron-15-3530-j9xfd.html,data/cellphones/raw_htmls\dell_1.html,data/cellphones/detail_htmls\dell_1_specs.html
DELL 15 Dc15255 Dc5r5802w1,dell,AMD,Ryzen5,7530,2.0,16,DDR4,3200,1024,15.6,1920 x 1080,120,AMD,1.63,"3-Cell Battery, 41WHr",16990000,https://cellphones.com.vn/laptop-dell-15-dc15255-dc5r5802w1.html,data/cellphones/raw_htmls\dell_4.html,data/cellphones/detail_htmls\dell_4_specs.html
DELL Inspiron 14 5440 D0f3w,dell,Intel,Core I5,1334,4.6,24,DDR5,4400,1024,14.0,1920 x 1080,60,Intel,1.69,3 cell 41 Wh,18990000,https://cellphones.com.vn/laptop-dell-inspiron-14-5440-d0f3w.html,data/cellphones/raw_htmls\dell_0.html,data/cellphones/detail_htmls\dell_0_specs.html
DELL 15 Dc15250 79n4m,dell,Intel,Core 3,100,,16,DDR4,,512,15.6,1920 x 1080,120,Intel,1.9,"3 cell, 41Wh",14490000,https://cellphones.com.vn/laptop-dell-15-dc15250-79n4m.html,data/cellphones/raw_htmls\dell_2.html,data/cellphones/detail_htmls\dell_2_specs.html
DELL Vostro 3530 2h1tpi5 16gb,dell,Intel,Core I5,1334,0.9,16,DDR4,2666,1024,15.6,1920 x 1080,120,Intel,1.66,"41Wh , 3Cell",18990000,https://cellphones.com.vn/laptop-dell-vostro-3530-2h1tpi5-16gb.html,data/cellphones/raw_htmls\dell_3.html,data/cellphones/detail_htmls\dell_3_specs.html
DELL 15 Dc15250 71073959,dell,Intel,Core I7,1355,,16,DDR4,2666,512,15.6,1920 x 1080,120,Intel,1.66,,21990000,https://cellphones.com.vn/laptop-dell-15-dc15250-71073959.html,data/cellphones/raw_htmls\dell_5.html,data/cellphones/detail_htmls\dell_5_specs.html
DELL Vostro 3520 F0v0vi3,dell,Intel,Core I3,1215,1.2,8,DDR4,,512,15.6,1920 x 1080,120,Intel,1.9,"3-cell, 41 Wh lithium-polymer",11990000,https://cellphones.com.vn/laptop-dell-vostro-3520-f0v0vi3.html,data/cellphones/raw_htmls\dell_8.html,data/cellphones/detail_htmls\dell_8_specs.html
DELL Latitude 3450 L3450 1335u 16512w Umc,dell,Intel,Core I5,1335,4.6,16,DDR5,5200,1024,14.0,1920 x 1080,60,Intel,1.5,"3- cell, 42Wh Battery",19590000,https://cellphones.com.vn/laptop-dell-latitude-3450-l3450-1335u-16512w-umc.html,data/cellphones/raw_htmls\dell_6.html,data/cellphones/detail_htmls\dell_6_specs.html
DELL Vostro 3530 2h1tpi7,dell,Intel,Core I7,1355,1.2,16,DDR4,2666,1024,15.6,1920 x 1080,120,Intel,1.66,"41Wh , 3Cell",20990000,https://cellphones.com.vn/laptop-dell-vostro-3530-2h1tpi7.html,data/cellphones/raw_htmls\dell_7.html,data/cellphones/detail_htmls\dell_7_specs.html
DELL 15 Dc15250 H02df,dell,Intel,Core I5,1334,4.6,24,DDR4,,1024,15.6,1920 x 1080,120,Intel,1.9,"3 cell, 41Wh",16990000,https://cellphones.com.vn/laptop-dell-15-dc15250-h02df.html,data/cellphones/raw_htmls\dell_9.html,data/cellphones/detail_htmls\dell_9_specs.html
DELL Vostro 3530 2h1tpi3,dell,Intel,Core I3,1305,,8,DDR4,,1024,15.6,1920 x 1080,120,Intel,1.66,"41Wh , 3Cell",12990000,https://cellphones.com.vn/laptop-dell-vostro-3530-2h1tpi3.html,data/cellphones/raw_htmls\dell_10.html,data/cellphones/detail_htmls\dell_10_specs.html
DELL Inspiron 14 5440 N4i5211w1,dell,Intel,Core 5,120,,16,DDR5,,512,14.0,1920 x 1200,60,Intel,1.67,"Li-ion 4-Cell Battery, 54WHr",23690000,https://cellphones.com.vn/laptop-dell-inspiron-14-5440-n4i5211w1.html,data/cellphones/raw_htmls\dell_12.html,data/cellphones/detail_htmls\dell_12_specs.html
DELL Inspiron 14 5440 Ndy5v1,dell,Intel,Core I5,1334,4.6,16,DDR5,4400,512,14.0,1920 x 1200,,Intel,1.54,3 Cell Int (41Wh),20990000,https://cellphones.com.vn/laptop-dell-inspiron-14-5440-ndy5v1.html,data/cellphones/raw_htmls\dell_13.html,data/cellphones/detail_htmls\dell_13_specs.html
DELL 15 Dc15250 I5u165w11slu,dell,Intel,Core I5,1334,4.6,16,DDR4,2666,512,15.6,1920 x 1080,120,Intel,1.9,"Pin liền, 3-Cell Battery, 41WHr",19190000,https://cellphones.com.vn/laptop-dell-15-dc15250-i5u165w11slu.html,data/cellphones/raw_htmls\dell_11.html,data/cellphones/detail_htmls\dell_11_specs.html
DELL 15 Dc15255 X9ym41,dell,AMD,Ryzen7,7730,4.5,16,DDR4,,1024,15.6,1920 x 1080,120,AMD,1.6,3 Cell Int (41Wh),19490000,https://cellphones.com.vn/laptop-dell-15-dc15255-x9ym41.html,data/cellphones/raw_htmls\dell_14.html,data/cellphones/detail_htmls\dell_14_specs.html
DELL Inspiron 15 3520 Jym17,dell,Intel,Core I3,1215,1.2,8,DDR4,,1024,15.6,1920 x 1080,120,Intel,1.66,"41Wh , 3Cell",12290000,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-jym17.html,data/cellphones/raw_htmls\dell_17.html,data/cellphones/detail_htmls\dell_17_specs.html
DELL Inspiron 14 5440 N5440 C7u165w11ibd2,dell,Intel,Core 7,150,5.4,16,DDR5,5200,512,14.0,1920 x 1080,60,NVIDIA,1.54,"4-Cell Battery, 54WHr",29990000,https://cellphones.com.vn/laptop-dell-inspiron-14-5440-n5440-c7u165w11ibd2.html,data/cellphones/raw_htmls\dell_15.html,data/cellphones/detail_htmls\dell_15_specs.html
DELL Inspiron 14 5441 N4o10441w1,dell,Qualcomm,Snapdragon X Lus,,3.4,16,LPDDR5X,8448,1024,14.0,1920 x 1200,60,Qualcomm,1.53,"3-cell, 54 Wh, lithium-ion",30390000,https://cellphones.com.vn/laptop-dell-inspiron-14-5441-n4o10441w1.html,data/cellphones/raw_htmls\dell_16.html,data/cellphones/detail_htmls\dell_16_specs.html
DELL Xps 13 9350 71058714,dell,Intel,Core Ultra 5,226,2.1,16,LPDDR5X,8533,1024,13.4,2560 x 1600,120,Intel,1.18,"Pin liền, 3-cell, 55 Wh ""smart"" lithium-ion",60990000,https://cellphones.com.vn/laptop-dell-xps-13-9350-71058714.html,data/cellphones/raw_htmls\dell_18.html,data/cellphones/detail_htmls\dell_18_specs.html
DELL Inspiron 15 3520 5124blk Gj8w7,dell,Intel,Core I5,1235,1.3,8,DDR4,,1024,15.6,1920 x 1080,60,Intel,1.66,"3-cell, 41 Wh lithium-polymer",15490000,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-5124blk-gj8w7.html,data/cellphones/raw_htmls\dell_19.html,data/cellphones/detail_htmls\dell_19_specs.html
DELL Inspiron 15 3520 I3520 7896blk Pus,dell,Intel,Core I7,1255,70.0,16,DDR4,,1024,15.6,1920 x 1080,60,Intel,1.66,"3 Cell, 41 Wh",20490000,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-i3520-7896blk-pus.html,data/cellphones/raw_htmls\dell_20.html,data/cellphones/detail_htmls\dell_20_specs.html
DELL Inspiron 15 3520 6r6nk,dell,Intel,Core I5,1235,1.3,8,DDR4,,1024,15.6,1920 x 1080,120,Intel,1.66,"3-cell, 41 Wh lithium-polymer",14490000,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-6r6nk.html,data/cellphones/raw_htmls\dell_22.html,data/cellphones/detail_htmls\dell_22_specs.html
DELL Latitude 3540 71038100,dell,Intel,Core I5,1235,4.4,16,DDR4,3200,1024,15.6,1920 x 1080,60,Intel,1.81,"3 cell, 42 Wh, có khả năng sạc nhanh",18990000,https://cellphones.com.vn/laptop-dell-latitude-3540-71038100.html,data/cellphones/raw_htmls\dell_21.html,data/cellphones/detail_htmls\dell_21_specs.html
DELL Inspiron 15 3520 N3520 I5u165w11slu,dell,Intel,Core I5,1235,4.4,16,DDR4,3200,512,15.6,1920 x 1080,120,Intel,1.9,"Pin liền, 3-Cell Battery, 41WHrC32",16990000,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u165w11slu.html,data/cellphones/raw_htmls\dell_23.html,data/cellphones/detail_htmls\dell_23_specs.html
DELL Latitude 7400,dell,Intel,Core I5,8365,1.6,8,DDR4,,256,14.0,1920 x 1080,,Intel,1.36,4-Cell: 60 Wh,,https://cellphones.com.vn/laptop-dell-latitude-7400.html,data/cellphones/raw_htmls\dell_24.html,data/cellphones/detail_htmls\dell_24_specs.html
DELL Vostro 3520 F0v0v256,dell,Intel,Core I5,1235,1.3,8,DDR4,,256,15.6,1920 x 1080,60,Intel,1.9,,13990000,https://cellphones.com.vn/laptop-dell-vostro-3520-f0v0v256.html,data/cellphones/raw_htmls\dell_25.html,data/cellphones/detail_htmls\dell_25_specs.html
